"","A","B","C","D","PROKKA","ko","D_shorthand","sample"
"732","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","UDP-2,3-diacylglucosamine hydrolase","00583","K03269","lpxH","2010-347972"
"733","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","lipid-A-disaccharide synthase","00585","K00748","lpxB","2010-347972"
"734","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","tetraacyldisaccharide 4'-kinase","00703","K00912","lpxK","2010-347972"
"735","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","arabinose-5-phosphate isomerase","00101","K06041","kdsD, kpsF","2010-347972"
"736","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","arabinose-5-phosphate isomerase","01487","K06041","kdsD, kpsF","2010-347972"
"737","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","arabinose-5-phosphate isomerase","01488","K06041","kdsD, kpsF","2010-347972"
"738","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)","00901","K01627","kdsA","2010-347972"
"739","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase)","01486","K03270","kdsC","2010-347972"
"740","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)","00705","K00979","kdsB","2010-347972"
"741","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","D-sedoheptulose 7-phosphate isomerase","01160","K03271","gmhA, lpcA","2010-347972"
"742","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","heptosyltransferase II","00318","K02843","waaF, rfaF","2010-347972"
"743","Metabolism"," Glycan biosynthesis and metabolism","  00540 Lipopolysaccharide biosynthesis [PATH:ko00540]","UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase","00319","K02844","waaG, rfaG","2010-347972"
"744","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase","00319","K02844","waaG, rfaG","2010-347972"
"745","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","00420","K00790","murA","2010-347972"
"746","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-N-acetylmuramate dehydrogenase","00022","K00075","murB","2010-347972"
"747","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-N-acetylmuramate dehydrogenase","01721","K00075","murB","2010-347972"
"748","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-N-acetylmuramate--alanine ligase","00296","K01924","murC","2010-347972"
"749","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-N-acetylmuramate--alanine ligase","00327","K01924","murC","2010-347972"
"750","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-N-acetylmuramoylalanine--D-glutamate ligase","00293","K01925","murD","2010-347972"
"751","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-N-acetylmuramoylalanine--D-glutamate ligase","00776","K01925","murD","2010-347972"
"752","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","00245","K01928","murE","2010-347972"
"753","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","00290","K01928","murE","2010-347972"
"754","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","D-alanine-D-alanine ligase","00297","K01921","ddl","2010-347972"
"755","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","00291","K01929","murF","2010-347972"
"756","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","phospho-N-acetylmuramoyl-pentapeptide-transferase","00292","K01000","mraY","2010-347972"
"757","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","phospho-N-acetylmuramoyl-pentapeptide-transferase","00775","K01000","mraY","2010-347972"
"758","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","00295","K02563","murG","2010-347972"
"759","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","penicillin-binding protein 1A","00409","K05366","mrcA","2010-347972"
"760","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","penicillin-binding protein 1A","00428","K05366","mrcA","2010-347972"
"761","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","penicillin-binding protein 2","01586","K05515","mrdA","2010-347972"
"762","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","cell division protein FtsI (penicillin-binding protein 3)","00289","K03587","ftsI","2010-347972"
"763","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6)","01595","K07258","dacC, dacA, dacD","2010-347972"
"764","Metabolism"," Glycan biosynthesis and metabolism","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4)","00686","K07259","dacB","2010-347972"
"765","Metabolism"," Metabolism of cofactors and vitamins","  00550 Peptidoglycan biosynthesis [PATH:ko00550]","serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4)","00686","K07259","dacB","2010-347972"
"766","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4)","00686","K07259","dacB","2010-347972"
"767","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","00353","K00941","thiD","2010-347972"
"768","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","00980","K00941","thiD","2010-347972"
"769","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","01000","K00941","thiD","2010-347972"
"770","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","cysteine desulfurase","01339","K04487","iscS, NFS1","2010-347972"
"771","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","1-deoxy-D-xylulose-5-phosphate synthase","00568","K01662","dxs","2010-347972"
"772","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","thiamine-phosphate pyrophosphorylase","00354","K00788","thiE","2010-347972"
"773","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","thiamine-monophosphate kinase","00696","K00946","thiL","2010-347972"
"774","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","ribosome biogenesis GTPase / thiamine phosphate phosphatase","01321","K06949","rsgA, engC","2010-347972"
"775","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","alkaline phosphatase","00699","K01077","E3.1.3.1, phoA, phoB","2010-347972"
"776","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","adenylate kinase","00709","K00939","adk, AK","2010-347972"
"777","Metabolism"," Metabolism of cofactors and vitamins","  00730 Thiamine metabolism [PATH:ko00730]","thiaminase (transcriptional activator TenA)","00936","K03707","tenA","2010-347972"
"778","Metabolism"," Metabolism of cofactors and vitamins","  00740 Riboflavin metabolism [PATH:ko00740]","thiaminase (transcriptional activator TenA)","00936","K03707","tenA","2010-347972"
"779","Metabolism"," Metabolism of cofactors and vitamins","  00740 Riboflavin metabolism [PATH:ko00740]","3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II","00502","K14652","ribBA","2010-347972"
"780","Metabolism"," Metabolism of cofactors and vitamins","  00740 Riboflavin metabolism [PATH:ko00740]","diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase","00723","K11752","ribD","2010-347972"
"781","Metabolism"," Metabolism of cofactors and vitamins","  00740 Riboflavin metabolism [PATH:ko00740]","6,7-dimethyl-8-ribityllumazine synthase","00698","K00794","ribH, RIB4","2010-347972"
"782","Metabolism"," Metabolism of cofactors and vitamins","  00750 Vitamin B6 metabolism [PATH:ko00750]","6,7-dimethyl-8-ribityllumazine synthase","00698","K00794","ribH, RIB4","2010-347972"
"783","Metabolism"," Metabolism of cofactors and vitamins","  00750 Vitamin B6 metabolism [PATH:ko00750]","phosphoserine aminotransferase","01771","K00831","serC, PSAT1","2010-347972"
"784","Metabolism"," Metabolism of cofactors and vitamins","  00750 Vitamin B6 metabolism [PATH:ko00750]","4-hydroxythreonine-4-phosphate dehydrogenase","00992","K00097","pdxA","2010-347972"
"785","Metabolism"," Metabolism of cofactors and vitamins","  00750 Vitamin B6 metabolism [PATH:ko00750]","pyridoxine 5-phosphate synthase","01030","K03474","pdxJ","2010-347972"
"786","Metabolism"," Metabolism of cofactors and vitamins","  00750 Vitamin B6 metabolism [PATH:ko00750]","threonine synthase","01092","K01733","thrC","2010-347972"
"787","Metabolism"," Metabolism of cofactors and vitamins","  00750 Vitamin B6 metabolism [PATH:ko00750]","threonine synthase","01401","K01733","thrC","2010-347972"
"788","Metabolism"," Metabolism of cofactors and vitamins","  00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","threonine synthase","01401","K01733","thrC","2010-347972"
"789","Metabolism"," Metabolism of cofactors and vitamins","  00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","nicotinate phosphoribosyltransferase","00018","K00763","pncB, NAPRT1","2010-347972"
"790","Metabolism"," Metabolism of cofactors and vitamins","  00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","nicotinate phosphoribosyltransferase","01034","K00763","pncB, NAPRT1","2010-347972"
"791","Metabolism"," Metabolism of cofactors and vitamins","  00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","5'-nucleotidase","00586","K03787","surE","2010-347972"
"792","Metabolism"," Metabolism of cofactors and vitamins","  00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","5'-nucleotidase","01194","K03787","surE","2010-347972"
"793","Metabolism"," Metabolism of cofactors and vitamins","  00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","nicotinate-nucleotide adenylyltransferase","00766","K00969","nadD","2010-347972"
"794","Metabolism"," Metabolism of cofactors and vitamins","  00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","nicotinamide-nucleotide amidase","00335","K03743","pncC","2010-347972"
"795","Metabolism"," Metabolism of cofactors and vitamins","  00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","nicotinamide-nucleotide amidase","00694","K03743","pncC","2010-347972"
"796","Metabolism"," Metabolism of cofactors and vitamins","  00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","purine nucleosidase","00864","K01239","iunH","2010-347972"
"797","Metabolism"," Metabolism of cofactors and vitamins","  00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","nicotinamidase/pyrazinamidase","01378","K08281","pncA","2010-347972"
"798","Metabolism"," Metabolism of cofactors and vitamins","  00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","nicotinamidase/pyrazinamidase","01378","K08281","pncA","2010-347972"
"799","Metabolism"," Metabolism of cofactors and vitamins","  00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","dihydroxy-acid dehydratase","00267","K01687","ilvD","2010-347972"
"800","Metabolism"," Metabolism of cofactors and vitamins","  00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","dihydroxy-acid dehydratase","01081","K01687","ilvD","2010-347972"
"801","Metabolism"," Metabolism of cofactors and vitamins","  00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","3-methyl-2-oxobutanoate hydroxymethyltransferase","00503","K00606","panB","2010-347972"
"802","Metabolism"," Metabolism of cofactors and vitamins","  00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","type III pantothenate kinase","01593","K03525","coaX","2010-347972"
"803","Metabolism"," Metabolism of cofactors and vitamins","  00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","pantetheine-phosphate adenylyltransferase","00562","K00954","E2.7.7.3A, coaD, kdtB","2010-347972"
"804","Metabolism"," Metabolism of cofactors and vitamins","  00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","dephospho-CoA kinase","00309","K00859","coaE","2010-347972"
"805","Metabolism"," Metabolism of cofactors and vitamins","  00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","dephospho-CoA kinase","00996","K00859","coaE","2010-347972"
"806","Metabolism"," Metabolism of cofactors and vitamins","  00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","branched-chain amino acid aminotransferase","01139","K00826","E2.6.1.42, ilvE","2010-347972"
"807","Metabolism"," Metabolism of cofactors and vitamins","  00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","aspartate 1-decarboxylase","00246","K01579","panD","2010-347972"
"808","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","aspartate 1-decarboxylase","00246","K01579","panD","2010-347972"
"809","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","3-oxoacyl-[acyl-carrier-protein] synthase I","00844","K00647","fabB","2010-347972"
"810","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","3-oxoacyl-[acyl-carrier-protein] synthase II","00847","K09458","fabF","2010-347972"
"811","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","3-oxoacyl-[acyl-carrier-protein] synthase II","01293","K09458","fabF","2010-347972"
"812","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","3-oxoacyl-[acyl-carrier protein] reductase","00846","K00059","fabG","2010-347972"
"813","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","3-oxoacyl-[acyl-carrier protein] reductase","01291","K00059","fabG","2010-347972"
"814","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","3-hydroxyacyl-[acyl-carrier-protein] dehydratase","01315","K02372","fabZ","2010-347972"
"815","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","3-hydroxyacyl-[acyl-carrier-protein] dehydratase","01330","K02372","fabZ","2010-347972"
"816","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","enoyl-[acyl-carrier protein] reductase I","00762","K00208","fabI","2010-347972"
"817","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","biotin synthase","00537","K01012","bioB","2010-347972"
"818","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","biotin synthase","01044","K01012","bioB","2010-347972"
"819","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase","01070","K03524","birA","2010-347972"
"820","Metabolism"," Metabolism of cofactors and vitamins","  00780 Biotin metabolism [PATH:ko00780]","BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase","01594","K03524","birA","2010-347972"
"821","Metabolism"," Metabolism of cofactors and vitamins","  00790 Folate biosynthesis [PATH:ko00790]","BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase","01594","K03524","birA","2010-347972"
"822","Metabolism"," Metabolism of cofactors and vitamins","  00790 Folate biosynthesis [PATH:ko00790]","GTP cyclohydrolase I","00484","K01495","GCH1, folE","2010-347972"
"823","Metabolism"," Metabolism of cofactors and vitamins","  00790 Folate biosynthesis [PATH:ko00790]","alkaline phosphatase","00699","K01077","E3.1.3.1, phoA, phoB","2010-347972"
"824","Metabolism"," Metabolism of cofactors and vitamins","  00790 Folate biosynthesis [PATH:ko00790]","dihydropteroate synthase","01166","K00796","folP","2010-347972"
"825","Metabolism"," Metabolism of cofactors and vitamins","  00790 Folate biosynthesis [PATH:ko00790]","dihydrofolate reductase","01216","K00287","folA","2010-347972"
"826","Metabolism"," Metabolism of cofactors and vitamins","  00790 Folate biosynthesis [PATH:ko00790]","7-cyano-7-deazaguanine reductase","00127","K09457","queF","2010-347972"
"827","Metabolism"," Metabolism of cofactors and vitamins","  00790 Folate biosynthesis [PATH:ko00790]","GTP 3',8-cyclase","01320","K03639","moaA, CNX2","2010-347972"
"828","Metabolism"," Metabolism of cofactors and vitamins","  00790 Folate biosynthesis [PATH:ko00790]","cyclic pyranopterin monophosphate synthase","01577","K03637","moaC, CNX3","2010-347972"
"829","Metabolism"," Metabolism of cofactors and vitamins","  00790 Folate biosynthesis [PATH:ko00790]","molybdopterin synthase catalytic subunit","01088","K03635","MOCS2B, moaE","2010-347972"
"830","Metabolism"," Metabolism of cofactors and vitamins","  00790 Folate biosynthesis [PATH:ko00790]","molybdopterin molybdotransferase","01090","K03750","moeA","2010-347972"
"831","Metabolism"," Metabolism of cofactors and vitamins","  00790 Folate biosynthesis [PATH:ko00790]","molybdenum cofactor guanylyltransferase","00032","K03752","mobA","2010-347972"
"832","Metabolism"," Metabolism of cofactors and vitamins","  00670 One carbon pool by folate [PATH:ko00670]","molybdenum cofactor guanylyltransferase","00032","K03752","mobA","2010-347972"
"833","Metabolism"," Metabolism of cofactors and vitamins","  00670 One carbon pool by folate [PATH:ko00670]","dihydrofolate reductase","01216","K00287","folA","2010-347972"
"834","Metabolism"," Metabolism of cofactors and vitamins","  00670 One carbon pool by folate [PATH:ko00670]","formate--tetrahydrofolate ligase","00722","K01938","fhs","2010-347972"
"835","Metabolism"," Metabolism of cofactors and vitamins","  00670 One carbon pool by folate [PATH:ko00670]","phosphoribosylglycinamide formyltransferase 1","00491","K11175","purN","2010-347972"
"836","Metabolism"," Metabolism of cofactors and vitamins","  00670 One carbon pool by folate [PATH:ko00670]","phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase","00476","K00602","purH","2010-347972"
"837","Metabolism"," Metabolism of cofactors and vitamins","  00670 One carbon pool by folate [PATH:ko00670]","thymidylate synthase","01215","K00560","thyA, TYMS","2010-347972"
"838","Metabolism"," Metabolism of cofactors and vitamins","  00670 One carbon pool by folate [PATH:ko00670]","thymidylate synthase (FAD)","00119","K03465","thyX, thy1","2010-347972"
"839","Metabolism"," Metabolism of cofactors and vitamins","  00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]","thymidylate synthase (FAD)","00119","K03465","thyX, thy1","2010-347972"
"840","Metabolism"," Metabolism of cofactors and vitamins","  00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]","glutamyl-tRNA synthetase","00978","K01885","EARS, gltX","2010-347972"
"841","Metabolism"," Metabolism of cofactors and vitamins","  00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]","glutamate-1-semialdehyde 2,1-aminomutase","00684","K01845","hemL","2010-347972"
"842","Metabolism"," Metabolism of cofactors and vitamins","  00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]","porphobilinogen synthase","00433","K01698","hemB, ALAD","2010-347972"
"843","Metabolism"," Metabolism of cofactors and vitamins","  00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]","menaquinone-dependent protoporphyrinogen oxidase","00926","K00230","hemG","2010-347972"
"844","Metabolism"," Metabolism of cofactors and vitamins","  00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]","protoporphyrin/coproporphyrin ferrochelatase","00934","K01772","hemH, FECH","2010-347972"
"845","Metabolism"," Metabolism of cofactors and vitamins","  00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","protoporphyrin/coproporphyrin ferrochelatase","00934","K01772","hemH, FECH","2010-347972"
"846","Metabolism"," Metabolism of cofactors and vitamins","  00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","4-hydroxybenzoyl-CoA thioesterase","00787","K01075","E3.1.2.23","2010-347972"
"847","Metabolism"," Metabolism of cofactors and vitamins","  00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase","00565","K03183","ubiE","2010-347972"
"848","Metabolism"," Metabolism of cofactors and vitamins","  00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","naphthoate synthase","01809","K01661","menB","2010-347972"
"849","Metabolism"," Metabolism of cofactors and vitamins","  00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","1,4-dihydroxy-6-naphthoate synthase","00020","K11785","mqnD","2010-347972"
"850","Metabolism"," Metabolism of terpenoids and polyketides","  00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","1,4-dihydroxy-6-naphthoate synthase","00020","K11785","mqnD","2010-347972"
"851","Metabolism"," Metabolism of terpenoids and polyketides","  00900 Terpenoid backbone biosynthesis [PATH:ko00900]","1,4-dihydroxy-6-naphthoate synthase","00020","K11785","mqnD","2010-347972"
"852","Metabolism"," Metabolism of terpenoids and polyketides","  00900 Terpenoid backbone biosynthesis [PATH:ko00900]","1-deoxy-D-xylulose-5-phosphate synthase","00568","K01662","dxs","2010-347972"
"853","Metabolism"," Metabolism of terpenoids and polyketides","  00900 Terpenoid backbone biosynthesis [PATH:ko00900]","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase","00636","K03526","gcpE, ispG","2010-347972"
"854","Metabolism"," Metabolism of terpenoids and polyketides","  00900 Terpenoid backbone biosynthesis [PATH:ko00900]","4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase","01253","K03527","ispH, lytB","2010-347972"
"855","Metabolism"," Metabolism of terpenoids and polyketides","  00900 Terpenoid backbone biosynthesis [PATH:ko00900]","farnesyl diphosphate synthase","00249","K00795","ispA","2010-347972"
"856","Metabolism"," Metabolism of terpenoids and polyketides","  00900 Terpenoid backbone biosynthesis [PATH:ko00900]","octaprenyl-diphosphate synthase","00311","K02523","ispB","2010-347972"
"857","Metabolism"," Metabolism of terpenoids and polyketides","  00900 Terpenoid backbone biosynthesis [PATH:ko00900]","undecaprenyl diphosphate synthase","01558","K00806","uppS","2010-347972"
"858","Metabolism"," Metabolism of terpenoids and polyketides","  00900 Terpenoid backbone biosynthesis [PATH:ko00900]","STE24 endopeptidase","01322","K06013","STE24","2010-347972"
"859","Metabolism"," Metabolism of terpenoids and polyketides","  01051 Biosynthesis of ansamycins [PATH:ko01051]","STE24 endopeptidase","01322","K06013","STE24","2010-347972"
"860","Metabolism"," Metabolism of terpenoids and polyketides","  01051 Biosynthesis of ansamycins [PATH:ko01051]","transketolase","00250","K00615","E2.2.1.1, tktA, tktB","2010-347972"
"861","Metabolism"," Biosynthesis of other secondary metabolites","  01051 Biosynthesis of ansamycins [PATH:ko01051]","transketolase","00250","K00615","E2.2.1.1, tktA, tktB","2010-347972"
"862","Metabolism"," Biosynthesis of other secondary metabolites","  00950 Isoquinoline alkaloid biosynthesis [PATH:ko00950]","transketolase","00250","K00615","E2.2.1.1, tktA, tktB","2010-347972"
"863","Metabolism"," Biosynthesis of other secondary metabolites","  00950 Isoquinoline alkaloid biosynthesis [PATH:ko00950]","aromatic-amino-acid transaminase","01656","K00832","tyrB","2010-347972"
"864","Metabolism"," Biosynthesis of other secondary metabolites","  00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","aromatic-amino-acid transaminase","01656","K00832","tyrB","2010-347972"
"865","Metabolism"," Biosynthesis of other secondary metabolites","  00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","histidinol-phosphate aminotransferase","00572","K00817","hisC","2010-347972"
"866","Metabolism"," Biosynthesis of other secondary metabolites","  00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","histidinol-phosphate aminotransferase","00824","K00817","hisC","2010-347972"
"867","Metabolism"," Biosynthesis of other secondary metabolites","  00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","histidinol-phosphate aminotransferase","01238","K00817","hisC","2010-347972"
"868","Metabolism"," Biosynthesis of other secondary metabolites","  00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","aromatic-amino-acid transaminase","01656","K00832","tyrB","2010-347972"
"869","Metabolism"," Biosynthesis of other secondary metabolites","  00966 Glucosinolate biosynthesis [PATH:ko00966]","aromatic-amino-acid transaminase","01656","K00832","tyrB","2010-347972"
"870","Metabolism"," Biosynthesis of other secondary metabolites","  00966 Glucosinolate biosynthesis [PATH:ko00966]","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit","00085","K01703","leuC, IPMI-L","2010-347972"
"871","Metabolism"," Biosynthesis of other secondary metabolites","  00966 Glucosinolate biosynthesis [PATH:ko00966]","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit","00968","K01703","leuC, IPMI-L","2010-347972"
"872","Metabolism"," Biosynthesis of other secondary metabolites","  00966 Glucosinolate biosynthesis [PATH:ko00966]","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit","01397","K01703","leuC, IPMI-L","2010-347972"
"873","Metabolism"," Biosynthesis of other secondary metabolites","  00332 Carbapenem biosynthesis [PATH:ko00332]","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit","01397","K01703","leuC, IPMI-L","2010-347972"
"874","Metabolism"," Biosynthesis of other secondary metabolites","  00332 Carbapenem biosynthesis [PATH:ko00332]","glutamate 5-kinase","00315","K00931","proB","2010-347972"
"875","Metabolism"," Biosynthesis of other secondary metabolites","  00521 Streptomycin biosynthesis [PATH:ko00521]","glutamate 5-kinase","00315","K00931","proB","2010-347972"
"876","Metabolism"," Biosynthesis of other secondary metabolites","  00521 Streptomycin biosynthesis [PATH:ko00521]","myo-inositol-1(or 4)-monophosphatase","01336","K01092","E3.1.3.25, IMPA, suhB","2010-347972"
