"","A","B","C","D","PROKKA","ko","D_shorthand","sample"
"811","Metabolism"," Metabolism of terpenoids and polyketides","  00908 Zeatin biosynthesis [PATH:ko00908]","tRNA dimethylallyltransferase","00172","K00791","miaA, TRIT1","2010-115605-O_S76"
"812","Metabolism"," Metabolism of terpenoids and polyketides","  00523 Polyketide sugar unit biosynthesis [PATH:ko00523]","tRNA dimethylallyltransferase","00172","K00791","miaA, TRIT1","2010-115605-O_S76"
"813","Metabolism"," Metabolism of terpenoids and polyketides","  00523 Polyketide sugar unit biosynthesis [PATH:ko00523]","dTDP-4-dehydrorhamnose 3,5-epimerase","00051","K01790","rfbC, rmlC","2009-129008_S36"
"814","Metabolism"," Biosynthesis of other secondary metabolites","  00523 Polyketide sugar unit biosynthesis [PATH:ko00523]","dTDP-4-dehydrorhamnose 3,5-epimerase","00051","K01790","rfbC, rmlC","2009-129008_S36"
"815","Metabolism"," Biosynthesis of other secondary metabolites","  00940 Phenylpropanoid biosynthesis [PATH:ko00940]","dTDP-4-dehydrorhamnose 3,5-epimerase","00051","K01790","rfbC, rmlC","2009-129008_S36"
"816","Metabolism"," Biosynthesis of other secondary metabolites","  00940 Phenylpropanoid biosynthesis [PATH:ko00940]","flavin prenyltransferase","00042","K03186","ubiX, bsdB, PAD1","2009-75775_S38"
"817","Metabolism"," Biosynthesis of other secondary metabolites","  00950 Isoquinoline alkaloid biosynthesis [PATH:ko00950]","flavin prenyltransferase","00042","K03186","ubiX, bsdB, PAD1","2009-75775_S38"
"818","Metabolism"," Biosynthesis of other secondary metabolites","  00950 Isoquinoline alkaloid biosynthesis [PATH:ko00950]","aspartate aminotransferase","00037","K00812","aspB","2009-75775_S38"
"819","Metabolism"," Biosynthesis of other secondary metabolites","  00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","aspartate aminotransferase","00037","K00812","aspB","2009-75775_S38"
"820","Metabolism"," Biosynthesis of other secondary metabolites","  00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","aspartate aminotransferase","00037","K00812","aspB","2009-75775_S38"
"821","Metabolism"," Biosynthesis of other secondary metabolites","  00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","histidinol-phosphate aminotransferase","00086","K00817","hisC","2010-115605-O_S76"
"822","Metabolism"," Biosynthesis of other secondary metabolites","  00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","histidinol-phosphate aminotransferase","00336","K00817","hisC","2010-115605-O_S76"
"823","Metabolism"," Biosynthesis of other secondary metabolites","  00966 Glucosinolate biosynthesis [PATH:ko00966]","histidinol-phosphate aminotransferase","00336","K00817","hisC","2010-115605-O_S76"
"824","Metabolism"," Biosynthesis of other secondary metabolites","  00966 Glucosinolate biosynthesis [PATH:ko00966]","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit","00329","K01703","leuC, IPMI-L","2010-378007-18092014_S17"
"825","Metabolism"," Biosynthesis of other secondary metabolites","  00332 Carbapenem biosynthesis [PATH:ko00332]","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit","00329","K01703","leuC, IPMI-L","2010-378007-18092014_S17"
"826","Metabolism"," Biosynthesis of other secondary metabolites","  00332 Carbapenem biosynthesis [PATH:ko00332]","glutamate-5-semialdehyde dehydrogenase","00062","K00147","proA","2010-113332-O_S40"
"827","Metabolism"," Biosynthesis of other secondary metabolites","  00332 Carbapenem biosynthesis [PATH:ko00332]","glutamate-5-semialdehyde dehydrogenase","00051","K00147","proA","P15UCO-S2"
"828","Metabolism"," Biosynthesis of other secondary metabolites","  00261 Monobactam biosynthesis [PATH:ko00261]","glutamate-5-semialdehyde dehydrogenase","00051","K00147","proA","P15UCO-S2"
"829","Metabolism"," Biosynthesis of other secondary metabolites","  00261 Monobactam biosynthesis [PATH:ko00261]","aspartate kinase","00290","K00928","lysC","2010-115605-O_S76"
"830","Metabolism"," Biosynthesis of other secondary metabolites","  00261 Monobactam biosynthesis [PATH:ko00261]","4-hydroxy-tetrahydrodipicolinate synthase","00094","K01714","dapA","2010-33561_S7"
"831","Metabolism"," Biosynthesis of other secondary metabolites","  00261 Monobactam biosynthesis [PATH:ko00261]","4-hydroxy-tetrahydrodipicolinate reductase","00088","K00215","dapB","2010-33561_S7"
"832","Metabolism"," Biosynthesis of other secondary metabolites","  00521 Streptomycin biosynthesis [PATH:ko00521]","4-hydroxy-tetrahydrodipicolinate reductase","00088","K00215","dapB","2010-33561_S7"
"833","Metabolism"," Biosynthesis of other secondary metabolites","  00521 Streptomycin biosynthesis [PATH:ko00521]","dTDP-4-dehydrorhamnose 3,5-epimerase","00051","K01790","rfbC, rmlC","2009-129008_S36"
"834","Metabolism"," Biosynthesis of other secondary metabolites","  00401 Novobiocin biosynthesis [PATH:ko00401]","dTDP-4-dehydrorhamnose 3,5-epimerase","00051","K01790","rfbC, rmlC","2009-129008_S36"
"835","Metabolism"," Biosynthesis of other secondary metabolites","  00401 Novobiocin biosynthesis [PATH:ko00401]","aspartate aminotransferase","00037","K00812","aspB","2009-75775_S38"
"836","Metabolism"," Biosynthesis of other secondary metabolites","  00401 Novobiocin biosynthesis [PATH:ko00401]","histidinol-phosphate aminotransferase","00086","K00817","hisC","2010-115605-O_S76"
"837","Metabolism"," Biosynthesis of other secondary metabolites","  00401 Novobiocin biosynthesis [PATH:ko00401]","histidinol-phosphate aminotransferase","00336","K00817","hisC","2010-115605-O_S76"
"838","Metabolism"," Biosynthesis of other secondary metabolites","  00333 Prodigiosin biosyntheses [PATH:ko00333]","histidinol-phosphate aminotransferase","00336","K00817","hisC","2010-115605-O_S76"
"839","Metabolism"," Biosynthesis of other secondary metabolites","  00333 Prodigiosin biosyntheses [PATH:ko00333]","[acyl-carrier-protein] S-malonyltransferase","00087","K00645","fabD","2010-113332-O_S40"
"840","Metabolism"," Biosynthesis of other secondary metabolites","  00333 Prodigiosin biosyntheses [PATH:ko00333]","[acyl-carrier-protein] S-malonyltransferase","00010","K00645","fabD","2010-113862-O_S14"
"841","Metabolism"," Biosynthesis of other secondary metabolites","  00333 Prodigiosin biosyntheses [PATH:ko00333]","[acyl-carrier-protein] S-malonyltransferase","00069","K00645","fabD","2010-33561_S7"
"842","Metabolism"," Biosynthesis of other secondary metabolites","  00333 Prodigiosin biosyntheses [PATH:ko00333]","enoyl-[acyl-carrier protein] reductase I","00136","K00208","fabI","2010-115605-O_S76"
"843","Metabolism"," Biosynthesis of other secondary metabolites","  00333 Prodigiosin biosyntheses [PATH:ko00333]","enoyl-[acyl-carrier protein] reductase I","00139","K00208","fabI","2010-115605-O_S76"
"844","Metabolism"," Biosynthesis of other secondary metabolites","  00333 Prodigiosin biosyntheses [PATH:ko00333]","enoyl-[acyl-carrier protein] reductase I","00125","K00208","fabI","2010-378007-18092014_S17"
"845","Metabolism"," Biosynthesis of other secondary metabolites","  00333 Prodigiosin biosyntheses [PATH:ko00333]","enoyl-[acyl-carrier protein] reductase I","00002","K00208","fabI","GH124-SMALL-CLEAR_S12"
"846","Metabolism"," Biosynthesis of other secondary metabolites","  00333 Prodigiosin biosyntheses [PATH:ko00333]","enoyl-[acyl-carrier protein] reductase I","00021","K00208","fabI","H23O-S1"
"847","Metabolism"," Biosynthesis of other secondary metabolites","  00333 Prodigiosin biosyntheses [PATH:ko00333]","enoyl-[acyl-carrier protein] reductase I","00002","K00208","fabI","P2CDO-S6"
"848","Metabolism"," Xenobiotics biodegradation and metabolism","  00333 Prodigiosin biosyntheses [PATH:ko00333]","enoyl-[acyl-carrier protein] reductase I","00002","K00208","fabI","P2CDO-S6"
"849","Metabolism"," Xenobiotics biodegradation and metabolism","  00362 Benzoate degradation [PATH:ko00362]","enoyl-[acyl-carrier protein] reductase I","00002","K00208","fabI","P2CDO-S6"
"850","Metabolism"," Xenobiotics biodegradation and metabolism","  00362 Benzoate degradation [PATH:ko00362]","4-oxalocrotonate tautomerase","00205","K01821","praC, xylH","2010-378007-18092014_S17"
"851","Metabolism"," Xenobiotics biodegradation and metabolism","  00627 Aminobenzoate degradation [PATH:ko00627]","4-oxalocrotonate tautomerase","00205","K01821","praC, xylH","2010-378007-18092014_S17"
"852","Metabolism"," Xenobiotics biodegradation and metabolism","  00627 Aminobenzoate degradation [PATH:ko00627]","flavin prenyltransferase","00042","K03186","ubiX, bsdB, PAD1","2009-75775_S38"
"853","Metabolism"," Xenobiotics biodegradation and metabolism","  00622 Xylene degradation [PATH:ko00622]","flavin prenyltransferase","00042","K03186","ubiX, bsdB, PAD1","2009-75775_S38"
"854","Metabolism"," Xenobiotics biodegradation and metabolism","  00622 Xylene degradation [PATH:ko00622]","4-oxalocrotonate tautomerase","00205","K01821","praC, xylH","2010-378007-18092014_S17"
"855","Metabolism"," Xenobiotics biodegradation and metabolism","  00621 Dioxin degradation [PATH:ko00621]","4-oxalocrotonate tautomerase","00205","K01821","praC, xylH","2010-378007-18092014_S17"
"856","Metabolism"," Xenobiotics biodegradation and metabolism","  00621 Dioxin degradation [PATH:ko00621]","4-oxalocrotonate tautomerase","00205","K01821","praC, xylH","2010-378007-18092014_S17"
"857","Metabolism"," Xenobiotics biodegradation and metabolism","  00983 Drug metabolism - other enzymes [PATH:ko00983]","4-oxalocrotonate tautomerase","00205","K01821","praC, xylH","2010-378007-18092014_S17"
"858","Metabolism"," Xenobiotics biodegradation and metabolism","  00983 Drug metabolism - other enzymes [PATH:ko00983]","IMP dehydrogenase","00327","K00088","IMPDH, guaB","2010-115605-O_S76"
"859","Metabolism"," Xenobiotics biodegradation and metabolism","  00983 Drug metabolism - other enzymes [PATH:ko00983]","IMP dehydrogenase","00329","K00088","IMPDH, guaB","2010-115605-O_S76"
"860","Metabolism"," Xenobiotics biodegradation and metabolism","  00983 Drug metabolism - other enzymes [PATH:ko00983]","IMP dehydrogenase","00009","K00088","IMPDH, guaB","2010-378007-18092014_S17"
"861","Metabolism"," Xenobiotics biodegradation and metabolism","  00983 Drug metabolism - other enzymes [PATH:ko00983]","IMP dehydrogenase","00009","K00088","IMPDH, guaB","2010-378007-18092014_S17"
"862","Genetic Information Processing"," Xenobiotics biodegradation and metabolism","  00983 Drug metabolism - other enzymes [PATH:ko00983]","IMP dehydrogenase","00009","K00088","IMPDH, guaB","2010-378007-18092014_S17"
"863","Genetic Information Processing"," Transcription","  00983 Drug metabolism - other enzymes [PATH:ko00983]","IMP dehydrogenase","00009","K00088","IMPDH, guaB","2010-378007-18092014_S17"
"864","Genetic Information Processing"," Transcription","  03020 RNA polymerase [PATH:ko03020]","IMP dehydrogenase","00009","K00088","IMPDH, guaB","2010-378007-18092014_S17"
"865","Genetic Information Processing"," Transcription","  03020 RNA polymerase [PATH:ko03020]","DNA-directed RNA polymerase subunit alpha","00038","K03040","rpoA","2010-115605-O_S76"
"866","Genetic Information Processing"," Translation","  03020 RNA polymerase [PATH:ko03020]","DNA-directed RNA polymerase subunit alpha","00038","K03040","rpoA","2010-115605-O_S76"
"867","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","DNA-directed RNA polymerase subunit alpha","00038","K03040","rpoA","2010-115605-O_S76"
"868","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S3","00020","K02982","RP-S3, rpsC","2010-115605-O_S76"
"869","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S4","00037","K02986","RP-S4, rpsD","2010-115605-O_S76"
"870","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S5","00338","K02988","RP-S5, MRPS5, rpsE","2010-115605-O_S76"
"871","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S5","00340","K02988","RP-S5, MRPS5, rpsE","2010-115605-O_S76"
"872","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S8","00028","K02994","RP-S8, rpsH","2010-115605-O_S76"
"873","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S9","00014","K02996","RP-S9, MRPS9, rpsI","2010-131105_S62"
"874","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S9","00034","K02996","RP-S9, MRPS9, rpsI","B124-Small-grey_S13"
"875","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S9","00055","K02996","RP-S9, MRPS9, rpsI","P15UCO-S2"
"876","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S10","00013","K02946","RP-S10, MRPS10, rpsJ","2010-115605-O_S76"
"877","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S11","00036","K02948","RP-S11, MRPS11, rpsK","2010-115605-O_S76"
"878","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S13","00035","K02952","RP-S13, rpsM","2010-115605-O_S76"
"879","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S13","00341","K02952","RP-S13, rpsM","2010-115605-O_S76"
"880","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S14","00027","K02954","RP-S14, MRPS14, rpsN","2010-115605-O_S76"
"881","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S15","00268","K02956","RP-S15, MRPS15, rpsO","2010-115605-O_S76"
"882","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S16","00014","K02959","RP-S16, MRPS16, rpsP","2009-129008_S36"
"883","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S17","00023","K02961","RP-S17, MRPS17, rpsQ","2010-115605-O_S76"
"884","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","small subunit ribosomal protein S19","00018","K02965","RP-S19, rpsS","2010-115605-O_S76"
"885","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L2","00017","K02886","RP-L2, MRPL2, rplB","2010-115605-O_S76"
"886","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L3","00014","K02906","RP-L3, MRPL3, rplC","2010-115605-O_S76"
"887","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L4","00015","K02926","RP-L4, MRPL4, rplD","2010-115605-O_S76"
"888","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L5","00026","K02931","RP-L5, MRPL5, rplE","2010-115605-O_S76"
"889","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L6","00029","K02933","RP-L6, MRPL6, rplF","2010-115605-O_S76"
"890","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L11","00066","K02867","RP-L11, MRPL11, rplK","2010-112825_S50"
"891","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L13","00013","K02871","RP-L13, MRPL13, rplM","2010-131105_S62"
"892","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L13","00035","K02871","RP-L13, MRPL13, rplM","B124-Small-grey_S13"
"893","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L13","00054","K02871","RP-L13, MRPL13, rplM","P15UCO-S2"
"894","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L14","00024","K02874","RP-L14, MRPL14, rplN","2010-115605-O_S76"
"895","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L15","00337","K02876","RP-L15, MRPL15, rplO","2010-115605-O_S76"
"896","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L15","00339","K02876","RP-L15, MRPL15, rplO","2010-115605-O_S76"
"897","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L16","00021","K02878","RP-L16, MRPL16, rplP","2010-115605-O_S76"
"898","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L17","00039","K02879","RP-L17, MRPL17, rplQ","2010-115605-O_S76"
"899","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L18","00030","K02881","RP-L18, MRPL18, rplR","2010-115605-O_S76"
"900","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L19","00018","K02884","RP-L19, MRPL19, rplS","2009-129008_S36"
"901","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L22","00019","K02890","RP-L22, MRPL22, rplV","2010-115605-O_S76"
"902","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L23","00016","K02892","RP-L23, MRPL23, rplW","2010-115605-O_S76"
"903","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L24","00025","K02895","RP-L24, MRPL24, rplX","2010-115605-O_S76"
"904","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L25","00091","K02897","RP-L25, rplY","2010-115605-O_S76"
"905","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L29","00022","K02904","RP-L29, rpmC","2010-115605-O_S76"
"906","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L31","00161","K02909","RP-L31, rpmE","2010-115605-O_S76"
"907","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L33","00063","K02913","RP-L33, MRPL33, rpmG","2010-112825_S50"
"908","Genetic Information Processing"," Translation","  03010 Ribosome [PATH:ko03010]","large subunit ribosomal protein L36","00034","K02919","RP-L36, MRPL36, rpmJ","2010-115605-O_S76"
"909","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","large subunit ribosomal protein L36","00034","K02919","RP-L36, MRPL36, rpmJ","2010-115605-O_S76"
"910","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A","00010","K02433","gatA, QRSL1","2010-378007-18092014_S17"
"911","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","glycyl-tRNA synthetase alpha chain","00008","K01878","glyQ","2009-129008_S36"
"912","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","threonyl-tRNA synthetase","00025","K01868","TARS, thrS","2010-112825_S50"
"913","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","threonyl-tRNA synthetase","00227","K01868","TARS, thrS","2010-378007-18092014_S17"
"914","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","seryl-tRNA synthetase","00034","K01875","SARS, serS","2010-378007-18092014_S17"
"915","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","cysteinyl-tRNA synthetase","00027","K01883","CARS, cysS","2010-33561_S7"
"916","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","methionyl-tRNA formyltransferase","00017","K00604","MTFMT, fmt","GH124-SMALL-CLEAR_S12"
"917","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","methionyl-tRNA formyltransferase","00177","K00604","MTFMT, fmt","H21O-S5"
"918","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","isoleucyl-tRNA synthetase","00081","K01870","IARS, ileS","2010-115605-O_S76"
"919","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","isoleucyl-tRNA synthetase","00011","K01870","IARS, ileS","2010-378007-18092014_S17"
"920","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","arginyl-tRNA synthetase","00118","K01887","RARS, argS","2010-378007-18092014_S17"
"921","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","prolyl-tRNA synthetase","00069","K01881","PARS, proS","2010-131105_S62"
"922","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","histidyl-tRNA synthetase","00039","K01892","HARS, hisS","2009-75775_S38"
"923","Genetic Information Processing"," Translation","  00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]","tryptophanyl-tRNA synthetase","00032","K01867","WARS, trpS","2010-378007-18092014_S17"
"924","Genetic Information Processing"," Translation","  03008 Ribosome biogenesis in eukaryotes [PATH:ko03008]","tryptophanyl-tRNA synthetase","00032","K01867","WARS, trpS","2010-378007-18092014_S17"
"925","Genetic Information Processing"," Translation","  03008 Ribosome biogenesis in eukaryotes [PATH:ko03008]","ribonuclease III","00190","K03685","rnc, DROSHA, RNT1","2010-378007-18092014_S17"
"926","Genetic Information Processing"," Folding, sorting and degradation","  03008 Ribosome biogenesis in eukaryotes [PATH:ko03008]","ribonuclease III","00190","K03685","rnc, DROSHA, RNT1","2010-378007-18092014_S17"
"927","Genetic Information Processing"," Folding, sorting and degradation","  03060 Protein export [PATH:ko03060]","ribonuclease III","00190","K03685","rnc, DROSHA, RNT1","2010-378007-18092014_S17"
"928","Genetic Information Processing"," Folding, sorting and degradation","  03060 Protein export [PATH:ko03060]","preprotein translocase subunit SecY","00031","K03076","secY","2010-115605-O_S76"
"929","Genetic Information Processing"," Folding, sorting and degradation","  03060 Protein export [PATH:ko03060]","preprotein translocase subunit SecG","00006","K03075","secG","2010-115605-O_S76"
"930","Genetic Information Processing"," Folding, sorting and degradation","  03060 Protein export [PATH:ko03060]","preprotein translocase subunit SecG","00057","K03075","secG","2010-25654-13102014_S52"
"931","Genetic Information Processing"," Folding, sorting and degradation","  03060 Protein export [PATH:ko03060]","signal recognition particle subunit SRP54","00013","K03106","SRP54, ffh","2009-129008_S36"
"932","Genetic Information Processing"," Folding, sorting and degradation","  03060 Protein export [PATH:ko03060]","sec-independent protein translocase protein TatA","00117","K03116","tatA","2010-378007-18092014_S17"
"933","Genetic Information Processing"," Folding, sorting and degradation","  03060 Protein export [PATH:ko03060]","signal peptidase I","00258","K03100","lepB, TPP","2010-378007-18092014_S17"
"934","Genetic Information Processing"," Folding, sorting and degradation","  04141 Protein processing in endoplasmic reticulum [PATH:ko04141]","signal peptidase I","00258","K03100","lepB, TPP","2010-378007-18092014_S17"
"935","Genetic Information Processing"," Folding, sorting and degradation","  04141 Protein processing in endoplasmic reticulum [PATH:ko04141]","dolichyl-diphosphooligosaccharide--protein glycosyltransferase","00235","K07151","STT3","2010-378007-18092014_S17"
"936","Genetic Information Processing"," Folding, sorting and degradation","  04122 Sulfur relay system [PATH:ko04122]","dolichyl-diphosphooligosaccharide--protein glycosyltransferase","00235","K07151","STT3","2010-378007-18092014_S17"
"937","Genetic Information Processing"," Folding, sorting and degradation","  04122 Sulfur relay system [PATH:ko04122]","cysteine desulfurase","00174","K04487","iscS, NFS1","2010-115605-O_S76"
"938","Genetic Information Processing"," Folding, sorting and degradation","  04122 Sulfur relay system [PATH:ko04122]","tRNA-uridine 2-sulfurtransferase","00099","K00566","mnmA, trmU","2010-378007-18092014_S17"
"939","Genetic Information Processing"," Folding, sorting and degradation","  04122 Sulfur relay system [PATH:ko04122]","GTP 3',8-cyclase","00167","K03639","moaA, CNX2","2010-115605-O_S76"
"940","Genetic Information Processing"," Folding, sorting and degradation","  04122 Sulfur relay system [PATH:ko04122]","sulfur carrier protein","00036","K03154","thiS","2009-75775_S38"
"941","Genetic Information Processing"," Folding, sorting and degradation","  04122 Sulfur relay system [PATH:ko04122]","sulfur carrier protein ThiS adenylyltransferase","00035","K03148","thiF","2009-75775_S38"
"942","Genetic Information Processing"," Folding, sorting and degradation","  03018 RNA degradation [PATH:ko03018]","sulfur carrier protein ThiS adenylyltransferase","00035","K03148","thiF","2009-75775_S38"
"943","Genetic Information Processing"," Folding, sorting and degradation","  03018 RNA degradation [PATH:ko03018]","putative (di)nucleoside polyphosphate hydrolase","00289","K08311","nudH","2010-115605-O_S76"
"944","Genetic Information Processing"," Folding, sorting and degradation","  03018 RNA degradation [PATH:ko03018]","enolase","00039","K01689","ENO, eno","2010-131105_S62"
"945","Genetic Information Processing"," Folding, sorting and degradation","  03018 RNA degradation [PATH:ko03018]","enolase","00295","K01689","ENO, eno","2010-378007-18092014_S17"
"946","Genetic Information Processing"," Folding, sorting and degradation","  03018 RNA degradation [PATH:ko03018]","polyribonucleotide nucleotidyltransferase","00287","K00962","pnp, PNPT1","2010-115605-O_S76"
"947","Genetic Information Processing"," Folding, sorting and degradation","  03018 RNA degradation [PATH:ko03018]","ribonuclease J","00009","K12574","rnj","2009-91522_S49"
"948","Genetic Information Processing"," Folding, sorting and degradation","  03018 RNA degradation [PATH:ko03018]","ribonuclease J","00079","K12574","rnj","2010-112825_S50"
"949","Genetic Information Processing"," Replication and repair","  03018 RNA degradation [PATH:ko03018]","ribonuclease J","00079","K12574","rnj","2010-112825_S50"
"950","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","ribonuclease J","00079","K12574","rnj","2010-112825_S50"
"951","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","DNA polymerase III subunit delta'","00292","K02341","DPO3D2, holB","2010-115605-O_S76"
"952","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","DNA primase","00045","K02316","dnaG","2010-191960_S60"
"953","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","DNA primase","00187","K02316","dnaG","2010-378007-18092014_S17"
"954","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","DNA primase","00003","K02316","dnaG","2010-43100_S6"
"955","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","DNA primase","00022","K02316","dnaG","H14O-S1"
"956","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","DNA primase","00022","K02316","dnaG","P21CDO-S4"
"957","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","single-strand DNA-binding protein","00004","K03111","ssb","2009-130586_S47"
"958","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","single-strand DNA-binding protein","00002","K03111","ssb","2009-42653_S25"
"959","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","single-strand DNA-binding protein","00068","K03111","ssb","2009-42653_S25"
"960","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","single-strand DNA-binding protein","00026","K03111","ssb","2010-113332-F_S66"
"961","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","single-strand DNA-binding protein","00030","K03111","ssb","2010-25654-01092014_S15"
"962","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","single-strand DNA-binding protein","00018","K03111","ssb","2010-25654-13102014_S52"
"963","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","single-strand DNA-binding protein","00009","K03111","ssb","2012-164712_S61"
"964","Genetic Information Processing"," Replication and repair","  03030 DNA replication [PATH:ko03030]","single-strand DNA-binding protein","00020","K03111","ssb","B124-slimy-small_S75"
